TABLE CalCosmicEnergyCalib
223,597.79,6.63,54.92,5.93,77.45,14.71,1.42963,646
224,568.80,7.59,52.98,6.00,104.34,11.12,0.84672,747
225,546.41,7.21,40.44,5.30,103.61,9.85,1.30616,745
226,551.97,7.14,38.49,5.18,96.57,9.75,1.35704,722
227,566.51,8.45,45.99,6.24,112.14,11.86,1.19278,731
228,625.26,9.07,41.57,6.28,130.45,12.40,1.11873,711
229,606.58,9.08,48.80,7.25,112.03,12.30,0.81626,705
230,602.06,6.51,48.93,5.63,80.56,10.70,0.70251,652
231,578.44,6.74,43.27,5.45,82.45,9.86,1.16033,652
232,598.98,8.10,54.08,7.35,113.20,16.63,1.38834,661
233,625.44,10.91,44.52,7.67,139.24,14.60,1.04742,659
234,529.97,10.78,24.97,5.74,138.08,11.15,1.11893,657
235,553.18,9.54,31.87,5.62,126.78,9.72,0.67750,656
236,507.14,9.04,34.81,5.67,118.71,9.78,0.95457,651
237,492.21,8.28,35.89,5.44,107.55,9.53,0.74841,653
238,542.56,8.61,38.33,5.82,120.87,9.08,0.98242,709
239,533.17,8.29,37.47,5.72,120.16,10.89,0.85188,710
240,619.14,11.92,29.15,6.21,163.37,9.91,1.59499,765
241,619.91,12.18,26.88,6.23,162.44,9.74,1.62975,757
242,560.51,9.18,40.96,6.17,133.45,9.35,1.22245,804
243,577.36,9.79,31.80,5.54,146.90,11.02,0.95988,798
244,514.18,9.59,38.12,6.05,129.93,11.56,0.89684,757
245,641.03,12.19,44.67,7.86,178.29,14.64,1.20966,784
246,692.73,14.31,34.10,7.42,214.07,13.98,0.77899,899
247,636.19,13.28,32.99,7.09,190.41,12.90,0.85522,885
248,604.77,10.10,52.08,6.63,148.05,11.50,0.94452,932
249,617.79,10.54,51.62,6.94,161.58,12.91,0.94403,940
250,683.19,11.85,45.49,7.43,181.52,11.80,1.20116,955
251,652.53,10.35,54.88,7.82,158.38,14.33,1.10008,952
252,713.45,11.83,57.35,8.52,192.80,15.84,0.95015,963
253,716.42,12.14,59.84,8.89,192.93,15.76,1.22275,970
254,665.07,12.50,41.91,7.49,196.82,13.16,0.95818,976
255,675.46,12.28,45.82,7.60,196.76,13.68,1.12424,978
256,632.21,11.78,30.17,6.02,180.04,12.41,1.23083,898
257,605.77,11.92,38.36,6.65,182.22,12.61,0.90649,899
258,478.55,7.08,40.36,4.90,100.75,9.03,1.17512,807
259,506.95,7.23,37.70,4.82,110.59,8.75,1.14884,816
260,578.91,9.00,49.78,6.73,137.40,11.34,1.03927,870
261,552.76,8.33,42.73,5.98,130.60,10.56,1.05878,868
262,568.42,11.96,49.74,7.73,173.97,14.59,1.04980,805
263,321.69,3.46,41.87,2.23,0.03,180.03,0.94301,641
264,502.29,7.84,39.65,5.30,113.23,10.50,0.83788,724
265,496.75,7.84,35.84,5.19,110.93,9.75,1.12391,721
266,577.07,10.30,39.54,6.18,144.88,10.30,0.78880,767
267,553.21,10.63,35.88,6.16,154.19,11.14,0.92657,768
268,650.99,10.65,40.85,6.76,162.08,13.89,1.58066,844
269,614.14,10.72,41.18,6.81,156.95,11.13,1.36983,839
270,580.10,6.54,58.17,5.90,90.60,11.06,1.05536,800
271,561.11,7.26,54.31,5.92,104.51,11.30,1.00479,799
272,611.17,6.89,44.76,5.46,98.67,10.80,1.57529,739
273,561.69,6.42,49.67,5.58,89.93,9.13,1.15630,737
274,556.42,7.40,40.41,5.18,105.31,9.94,0.69292,767
275,655.50,9.47,42.27,6.29,136.24,11.80,0.73781,778
276,646.94,8.27,44.49,6.00,117.80,10.23,1.02824,784
277,658.79,7.87,45.87,5.64,118.70,10.87,0.73535,784
278,609.93,7.69,41.19,5.49,110.16,9.85,0.91220,782
279,615.17,9.39,35.42,5.50,124.63,9.30,0.95927,781
280,562.57,7.09,52.34,6.24,76.37,12.32,0.61617,565
281,705.61,11.53,44.99,8.15,126.29,16.29,0.86316,567
282,539.66,8.23,41.26,6.50,98.01,11.48,0.79587,518
283,548.74,7.46,45.30,6.23,86.87,12.71,0.87884,518
284,511.16,5.88,37.75,4.77,77.06,8.62,0.86792,592
285,533.05,5.69,39.98,4.93,72.56,9.86,1.20367,595
286,568.18,6.48,43.67,5.16,93.16,9.69,1.22667,748
287,533.62,6.62,43.18,5.03,92.02,8.63,0.68896,741
288,573.59,9.08,37.46,5.48,129.05,10.08,1.00443,774
289,580.88,10.34,31.62,5.84,148.14,12.35,1.31041,774
290,561.26,10.01,47.30,10.27,66.02,18.95,1.15150,241
